setting,dialog,metadata,summary,Violations,Quality,Corrected_Summary
Travel and Location,"<BEGIN CONVERSATION>
Ivory: Hello, I accidentally put a wrong title for my niece's name. Instead of MS, I put MR. Is it gonna be a problem because our booking is already confirmed?

Sha: Apologies for taking so long in responding to your message. Kindly provide the booking number, passenger name, and date of birth for further assistance. Thanks - Sha.

Ivory: Hi Sha, thanks for responding. My booking number is: KZBCKZ. Name: Alliyha Ashley Dacian. Birthdate: Nov. 9, 2003. I may have written her name wrong too. Thanks for your help in advance and hope to hear from you.

Mariya: Hi Ivory, we are unable to find this booking KZBCKZ in our system. Kindly provide us the correct booking number and a snapshot of the passport copy for Alliyha Ashley Dacian, then send via Direct Message. Thanks - Mariya.

Ivory: Hi, good morning. This is the copy of our flight booking with you. I hope that everything will be in order. My niece doesn't have a passport yet. I hope to hear from you and thanks in advance. Ivory.

Sha: We've amended it accordingly. Please check your mailbox for the revised itinerary. Thanks - Sha.

Ivory: Thank you very much for your help. I hope it's not too much to ask if it's possible to send the new itinerary to the email: __email__. I'm having trouble opening my mail nowadays. I hope you understand. One more thing, both of my nieces don't have passports yet. Is a school ID okay during check-in? Hope to hear from you. Ivory.

Nod: Hi Ivory, we have resent the itinerary to: __email__. Yes, you may use school IDs. Thanks - Nod.
<END CONVERSATION>","<BEGIN METADATA>

Context: Communication related to correcting travel booking details and documents required for travel.
Setting: Travel and Location
Elements:
    1. Travel and Location:
        1. travel.high.travel_history.detailed_itineraries:
            - Booking number KZBCKZ
        2. travel.high.travel_history.passenger_names:
            - Alliyha Ashley Dacian
        3. travel.high.government_ids.passport_numbers:
            - Mention of passport copy required
        4. travel.medium.modes_of_transportation:
            - Flight
        5. travel.medium.overview_of_places_of_stay:
            - School ID mentioned as an alternative for travel documents
        
	2. Generic:
		1. generic.medium.demographics.date_of_birth:
		    - Alliyha Ashley Dacian, Birthdate: Nov. 9, 2003
		
    3. Government IDs:
        1. government_ids.high.national_identification_numbers:
            - Mention of school ID as an alternative document during check-in

<END METADATA>","<BEGIN SUMMARY>

Ivory contacted customer support to correct a booking error where the wrong title and potentially the wrong name were entered for her niece. After providing the necessary booking details, the issue was resolved, and an updated itinerary was sent to her email. Ivory also inquired about acceptable identification for check-in since her nieces do not have passports, and it was confirmed that school IDs would be acceptable.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Ivory contacted customer support to correct a booking error where the wrong title and potentially the wrong name were entered for her niece. After providing the necessary booking details, the issue was resolved, and an updated itinerary was sent to her email. Ivory also inquired about acceptable identification for check-in since her nieces do not have passports, and it was confirmed that school IDs would be acceptable.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
John: Never flying with you guys ever again! A normal 5 hour trip turned into 15 hours and having to spend an extra $400. Unbelievable!
Customer Service: We do our best to always get you to your destination on time and apologize for the extended travel time.
John: Your delayed flight and plane issues with the jet bridge caused me to miss my connecting flight. I had no choice but to pay $400... why do I have to pay for something that was your guy's fault? Such a crazy amount for something that was because of your plane messing up.
Customer Service: If your tickets were in the same reservation, our team would rebook you at no added cost.
John: The same flight reservation only leaves once a day from DFW-BOI. I would've had to stay overnight in Dallas and miss an extra day. I needed to be in Boise that day so was forced to buy a connecting flight. Your flight delay/issues aren't something I should pay extra for.
Customer Service: Our agents are certainly able to assist with any but we're unable to offer reimbursements for flights purchased on another airline.
John: I purchased the connecting flight from you though. I was told to pay the PHX - BOI flight was the only way to get to Boise that day. So...??
Customer Service: We'd like to take a closer look into this for you. Give us a follow and then slide on over to DMs with your record locator.
<END CONVERSATION>","<BEGIN METADATA>

Context: **Customer complaint to airline's customer service about flight delays and additional costs**
Setting: **Travel and Location**
Elements:

    1. Travel and Location:
        1. travel.high.travel_history.detailed_itineraries:
            - ""John's normal 5-hour trip turned into 15 hours.""
        2. travel.high.payment_information.card_numbers:
            - ""John had to spend an extra $400 due to flight issues.""
        3. travel.medium.modes_of_transportation:
            - ""Delayed flight from DFW to BOI.""
            - ""Connecting flight purchased from PHX to BOI.""
        4. travel.medium.overview_of_places_of_stay.rent:
            - ""John would've needed to stay overnight in Dallas but needed to be in Boise the same day.""

    2. Social Media:
        1. social_media.high.private_chats:
            - ""Customer Service asking to follow and send record locator via direct message.""

<END METADATA>","<BEGIN SUMMARY>

John is upset due to a significant flight delay and costing him extra. The delay, caused by issues with the plane and the jet bridge, led him to miss his connecting flight. Despite buying his new connecting flight from the same airline, the customer service says they cannot reimburse him. John argues that this extra cost should not be his responsibility given it was due to the airline's problems, and the only option to avoid an overnight stay and further delays.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

John is upset due to a significant flight delay and costing him extra. The delay, caused by issues with the plane and the jet bridge, led him to miss his connecting flight. Despite buying his new connecting flight from the same airline, the customer service says they cannot reimburse him. John argues that this extra cost should not be his responsibility given it was due to the airline's problems, and the only option to avoid an overnight stay and further delays.

<END SUMMARY>"
Finances,"<BEGIN CONVERSATION>
John: Please help, my new Surface device has been in replacement in the first 7 days and now once again up for replacement. And I have been waiting for about 20 days to receive the replacement, and so far it's not going anywhere, help! Seven cases and multiple calls later, I am still waiting for a product that I can work with. Please help a man get a quality product that I have already paid $1200 for.
Microsoft Support: That's not what we want to hear. Meet us in DM using the link below. We'd like some additional details to assist.
John: Hello Team, have sent you all the details.
Microsoft Support: Hi. We have responded to your Direct Message. Thank you.
John: Thanks team for another case number, hopefully this 8th case would sort the situation. The second replacement came in, was the panel fit fine? No, and this one also greeted me with a massive backlight bleed, so no thanks. Ten days of ownership and 45 days with support... quite an experience with Surface Pro 4.
Microsoft Support: Please communicate this directly with our Tier 3 team as they need to be aware of the condition of the item you received.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer service interaction regarding repeated product replacements
Setting: Generic
Elements: 
	1. Generic:
		1.high.payment information.account numbers: 
   			Elements identified listed
		1.high.payment information.card numbers (+ CVV) (+ exp date): 
   			Elements identified listed
		1.high.Government_IDs.vehicle_registration_numbers:
   			Elements identified listed
HIGH
			Authorization-Credentials-UserID
			Government_IDs – National Identification Number

	2. Social Media:
		1.high.private chats: 
			- Direct Message (DM) conversation between John and Microsoft Support

<END METADATA>","<BEGIN SUMMARY>

John is frustrated with ongoing issues related to his Surface device, which has been through multiple replacements over several weeks. Despite contacting Microsoft Support numerous times, he has yet to receive a satisfactory product. The latest replacement still had significant problems, causing further dissatisfaction. Microsoft Support has advised him to escalate the issue to their Tier 3 team for detailed attention.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

John is frustrated with ongoing issues related to his Surface device, which has been through multiple replacements over several weeks. Despite contacting Microsoft Support numerous times, he has yet to receive a satisfactory product. The latest replacement still had significant problems, causing further dissatisfaction. Microsoft Support has advised him to escalate the issue to their Tier 3 team for detailed attention.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
Natasha: Hello, assuming the 16:03 Bristol Parkway - London Paddington can't be held?? On the delayed 15:41 BTM - Parkway, currently due into parkway 11 mins late at 16:03. Never mind, getting more & more delayed now. Seriously hate the trains. Given myself 2 hours spare to get to my final destination & now looking unlikely that'll be enough time.

Lewis: Hi Natasha. Sorry for the delay. The 15:41 service was delayed due to following a late running preceding service. Apologies for the problems this has caused. The next train to London Paddington us at 16:33.

Natasha: Ok, so due into London 40 mins later than planned (assuming we aren't delayed further...🙃), as the 16:33 takes 10 mins longer than the 16:03. At what point does this journey qualify for a refund (partial or otherwise)? So stressed.

Lewis: If delayed by an hour on that journey you can claim compensation.

Natasha: Beginning to look likely. Any idea when the signal problems will be fixed - currently stuck at Didcot Parkway with no departure est. Signal issues are so common in this area I've lost track of how often I've been delayed here.

Lewis: That service is currently expected to reach Paddington at 18:37. Apologies again for the delay.

Natasha: Finally arrived nearly 1hr 30mins late due to delays. Assume I can't claim as the delays were split on 2 trains? Going to miss the first half of the show I'm due to see. Overall a great Friday 🙁

Josh: Hi Natasha. Really sorry for this. Including train times what full journey did you make please?
<END CONVERSATION>","<BEGIN METADATA>

Context: A conversation discussing delayed train journeys, transportation issues, and compensation claims.
Setting: Travel and Location
Elements:
	1. travel.high.travel_history.detailed_itineraries:
        - Natasha's planned journey: 15:41 BTM - Bristol Parkway, 16:03 Bristol Parkway - London Paddington
    2. travel.high.gps_data.current_location:
        - Natasha stuck at Didcot Parkway due to signal problems
    3. travel.medium.modes_of_transportation:
        - Trains from Bristol to London
    4. travel.medium.overview_of_places_of_stay.rent:
        - Compensation details for delayed travel
    
<END METADATA>","<BEGIN SUMMARY>

Natasha is frustrated with constant train delays, causing her to miss her schedule despite allowing extra time. The 15:41 Bristol to Parkway train she was on was delayed, affecting her connection to the 16:03 train to London Paddington, now needing to take the 16:33 train instead. Despite Lewis’s apologies and explanation about delays due to preceding service issues and signal problems at Didcot Parkway, Natasha has arrived 1hr 30mins late. She is concerned about compensation eligibility, questioning if split delays on two trains disqualify her, which could result in missing the first half of a show she has tickets for.

<END SUMMARY>","<BEGIN VIOLATIONS>
	1. travel.high.travel_history.detailed_itineraries:
		a. Why: The specific details of Natasha's planned journey, including train times and precise routes, should be masked to ensure her travel details are private. 

		b. How: Sentences from Summary revealing explicitly the information -> ""The 15:41 Bristol to Parkway train she was on was delayed, affecting her connection to the 16:03 train to London Paddington, now needing to take the 16:33 train instead.""
	2. travel.high.gps_data.current_location:
		a. Why: Natasha’s specific location reveals her exact current location, which is sensitive information and should be masked for privacy reasons. 

		b. How: Sentences from Summary revealing explicitly the information -> ""Lewis’s apologies and explanation about delays due to preceding service issues and signal problems at Didcot Parkway, Natasha has arrived 1hr 30mins late""
			
<END VIOLATIONS>","<BEGIN LABEL>
BAD
<END LABEL>","<BEGIN SUMMARY>

Natasha is frustrated with constant train delays, causing her to miss her schedule despite allowing extra time. The train she was on was delayed, affecting her connection to another train, and she now needs to take a different train instead. Despite Lewis’s apologies and explanation about delays due to preceding service issues and signal problems, Natasha has arrived significantly late. She is concerned about compensation eligibility, questioning if split delays on two trains disqualify her, which could result in missing the first half of a show she has tickets for.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
Alex: NO SERVICE - AGAIN!!! EMERGENCY CALLS ONLY?!?! FIX IT! PERMANENT FIX WOULD BE APPRECIATED.
Rachel: Hi, please send us a message so that we can further assist you.
Alex: I've talked to countless people through messages with you. Just fix the problem - I'm done explaining my case to different reps every time. Fix it.
Rachel: I'll be happy to assist you. Are you sure you don't want to message us so that we can help resolve the issue?
Alex: Listen, look above: I don't have the time and patience to go through this again with y'all. Fix the problem. My zip is 80593. Fix it.
Daniel: Thank you for providing a ZIP code, but what is the closest cross street to you so we can check the coverage in your area?
Alex: Airport and Nelson.
Daniel: Are you currently overseas right now? I am showing this is not a valid ZIP code in the United States.
Alex: 80503.
Daniel: In order for us to better assist you today, can you please send us a message so we can get further information from you?
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer service interaction about resolving a mobile network issue.

Setting: Generic
Elements:
	1. generic.medium.demographics.place_of_birth:
		- Zip code 80593 (later corrected to 80503)
    2. generic.medium.demographics.place_of_birth:
        - Cross street details: Airport and Nelson

<END METADATA>","<BEGIN SUMMARY>

Alex is experiencing ongoing issues with their service, specifically getting only emergency calls and no regular service. They expressed frustration after having repeated conversations with various representatives to resolve this problem. Alex provided a ZIP code for troubleshooting, but Daniel pointed out that the initial ZIP code wasn't valid, prompting Alex to correct it. The representatives encouraged Alex to send a message for further assistance.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Alex is experiencing ongoing issues with their service, specifically getting only emergency calls and no regular service. They expressed frustration after having repeated conversations with various representatives to resolve this problem. Alex provided a ZIP code for troubleshooting, but Daniel pointed out that the initial ZIP code wasn't valid, prompting Alex to correct it. The representatives encouraged Alex to send a message for further assistance.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
Alex: Hello, there's a $258 flight from PDX-DFW on 12/22 but when I try and book with my discount, the flight doesn't appear. Are the flights all $250+?

Angel: What's the Discount Code you're using?

Alex: ""CUSTOMER CARE $100 SR E-CERT""

Angel: Is this for flight #652? I just searched using the Discount Code and it does display.

Alex: Yes! Is there any reason it wouldn't be showing up for me? The only flight it shows me around that time is #3308.

Angel: Do you have other search features selected that might restrict it? When entering search only enter cities, date, code & number of guests.

Alex: Ah yes, that was the issue! Thanks so much for the help, I'm booked! 😍

Angel: Great!
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer assistance interaction regarding booking a flight.
Setting: Generic
Elements:
    1. generic.high.authorization.credentials:
        - Discount Code: ""CUSTOMER CARE $100 SR E-CERT""

<END METADATA>","<BEGIN SUMMARY>

Alex was trying to book a $258 flight from PDX to DFW on 12/22 using the discount code ""CUSTOMER CARE $100 SR E-CERT"". Initially, the flight wouldn't appear for Alex, only flight #3308 showed up. After some troubleshooting, Angel discovered that additional search filters were causing the issue. Once corrected, Alex successfully booked flight #652.

<END SUMMARY>","<BEGIN VIOLATIONS>
1. generic.high.authorization.credentials.discount_code:
	a. Why: The inclusion of a discount code ""CUSTOMER CARE $100 SR E-CERT"" reveals sensitive authorization information which could be misused by others if disclosed.
	
	b. How: Sentences from Summary revealing explicitly the information -> ""Alex was trying to book a $258 flight from PDX to DFW on 12/22 using the discount code 'CUSTOMER CARE $100 SR E-CERT'.""
<END VIOLATIONS>

1. travel.high.transport.details:
	a. Why: The inclusion exact locations and prices is sensitive.
	
	b. How: Sentences from Summary revealing explicitly the information -> ""Alex was trying to book a $258 flight from PDX to DFW."", ""Initially, the flight wouldn't appear for Alex, only flight #3308"" and  ""Alex successfully booked flight #652.""
<END VIOLATIONS>","<BEGIN LABEL>
BAD
<END LABEL>","<BEGIN SUMMARY>
Alex faced issues booking a discounted flight due to additional search filters. Angel identified and corrected the problem, allowing Alex to successfully book the desired flight.
<END SUMMARY>"
Finances,"<BEGIN CONVERSATION>
Alex: I need help. I do not have your service (6+ hours to setup and cancel an install!) but the previous homeowner did. There is an ONT in the basement that sends out a loud, very annoying beep every 15 minutes? This is ridiculous. How do I stop it?
Customer Service: Press and hold the alarm silence button/ONT reboot button on the unit for 30 seconds. That will silence it.
Alex: Alright, done. Will reply back later if it beeps again. Am I expected to do this every 24 hours? That's how long the Alarm Silence lasted. Been back to beeping every 15 minutes since this morning.
Customer Service: Try unplugging the power and removing the battery. After 3 minutes, put the battery back in and power on. This should help with the beeping. Let us know.
Alex: I have no service with you at all. Can't I just unplug it and remove the battery forever?
Customer Service: Yes, you can do that since you do not have service with us. When the battery is dead the beeping will stop.
Alex: Thank you!
Customer Service: You are welcome!
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer seeking tech support for an ONT device issue
Setting: Generic
Elements:
	1. Generic:
		1.high.credentials.userID:
			- Customer querying without any service with the provider
		1.low.demographics.language:
			- English

<END METADATA>","<BEGIN SUMMARY>

Alex is experiencing a loud beeping frequently from an ONT in the basement installed by a previous homeowner, which is particularly annoying as they do not have the relevant service. Customer Service initially suggests holding the alarm silence button for 30 seconds, but this only works for 24 hours. They then advise unplugging the power and removing the battery to stop the beeping. Ultimately, Alex is informed that they can permanently remove the battery and unplug the ONT since they do not have the service.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Alex is experiencing a loud beeping frequently from an ONT in the basement installed by a previous homeowner, which is particularly annoying as they do not have the relevant service. Customer Service initially suggests holding the alarm silence button for 30 seconds, but this only works for 24 hours. They then advise unplugging the power and removing the battery to stop the beeping. Ultimately, Alex is informed that they can permanently remove the battery and unplug the ONT since they do not have the service.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
Sarah: Thank you... Flight canceled due to crew being illegal and I have surgery.

American Airlines Agent: Send us your record locator in DMs, please. We'd like to work on getting you rebooked.

Sarah: I got rebooked - paid for internet, paid for an upgraded seat and paid extra for this more direct route to Seoul... All for nothing... In SFO I had an epic breakdown to get a seat out, as this lovely company had me rebooked only after all my scheduled surgeries...

American Airlines Agent: We see you've been rebooked onto the very next available option. Our sincerest apologies for this experience.

Sarah: I am showing up in Seoul on the day of my surgery... compensation? 146 for the seat, 20 for internet and close to 200 for the more direct.. Our apologies? You canceled the flight!! I paid for services I did not receive and convenience I am not getting... Are you serious??

American Airlines Agent: Once you arrive you can DM us here and we'd be happy to review the entire situation.
<END CONVERSATION>","<BEGIN METADATA>

Context: Complaint and rebooking issues due to flight cancellation 
Setting: Travel and Location
Elements:
	1. travel_and_location.high.travel_history:
	    - Sarah's planned flight to Seoul
	1. travel_and_location.medium.modes_of_transportation:
	    - Flight details 
	1. travel_and_location.high.gps_data:
	    - Arrival in Seoul
	
	2. Healthcare Settings:
		1. healthcare.high.medical_history.surgery:
		    - Mention of surgery scheduled in Seoul
	
	3. Finances:
		1. finances.high.payment_information:
		    - $146 for seat paid
		    - $20 for internet
		    - Close to $200 for more direct route

<END METADATA>","<BEGIN SUMMARY>

Sarah's flight was canceled, affecting her travel plans and scheduled medical procedure. Despite rebooking, she incurred additional charges for internet, an upgraded seat, and a more direct route, leading to frustration over unmet services and seeking compensation. The airline representative offered apologies and requested further details to resolve the issue post-arrival.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Sarah's flight was canceled, affecting her travel plans and scheduled medical procedure. Despite rebooking, she incurred additional charges for internet, an upgraded seat, and a more direct route, leading to frustration over unmet services and seeking compensation. The airline representative offered apologies and requested further details to resolve the issue post-arrival.

<END SUMMARY>"
Finances,"<BEGIN CONVERSATION>
Jon: Hello Size! I would like to cancel order #83975908 because I picked the wrong size. Or if you could change the size from UK10 (UK 10.5) to UK 9.5 (US10), it will be a huge help. Please let me know, the order is made 35mins ago. Thank you in advance!
George: Hello, I have looked into this for you and can confirm your order is still under review, once this passes security we will be able to cancel this for you. Thanks, George
Jon: Hey thanks man! So the displayed size is on UK size right? I'm gonna order it 9.5UK then.. thanks Size!
George: Hello, all sizes on the UK website are in UK sizes :) Thanks, George
Jon: Hi George, how long does it usually take to cancel an order #83975908? Will I be notified via email? I want to re-order with different size (10 UK to 9.5 UK). Thank you in advance!
George: Hello, once this does get cancelled you should receive an email stating so along with details of your refund. - George
Jon: Hi George! Please check order #83975908. I have requested cancellation but why now it is dispatched? Thank you in advance
George: Please can you follow us and advise us when you have so we can DM you and assist further? Thanks.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer service inquiry about order cancellation and size change
Setting: Generic
Elements:
	1. Generic:
		1.High Sensitivity.Authorization.Credentials.UserID:
			- Order #83975908
	2. Social Media:
		2.Medium Sensitivity.Group memberships:
			- Customer service through online platform		
<END METADATA>","<BEGIN SUMMARY>

Jon contacted Size customer service to cancel order #83975908 due to selecting the wrong size and requested a size change from UK 10 to UK 9.5. George from customer support confirmed that the order was still under review and would be canceled before dispatch, but later communication showed the order had been dispatched despite the cancellation request. Jon requested a follow-up on the cancellation and expressed confusion over the dispatch. George asked Jon to follow them and inform when done for direct messaging to resolve the issue further.

<END SUMMARY>","<BEGIN VIOLATIONS>
	1. Generic.High Sensitivity.Authorization.Credentials.UserID:
		a. Why: The Order ID (#83975908) is a unique identifier that should be kept confidential to prevent unauthorized access and misuse.
		b. How: ""Jon contacted Size customer service to cancel order #83975908 due to selecting the wrong size...""

2. Generic.High Sensitivity.sizes.shoes:
		a. Why: The shoe size is private information that should be kept confidential.
		b. How: "" due to selecting the wrong size and requested a size change from UK 10 to UK 9.5.""

<END VIOLATIONS>","<BEGIN LABEL>
BAD
<END LABEL>","<BEGIN SUMMARY>

Jon contacted Size customer service to cancel an order due to selecting the wrong size and requested a size change. George from customer support confirmed that the order was still under review and would be canceled before dispatch, but later communication showed the order had been dispatched despite the cancellation request. Jon requested a follow-up on the cancellation and expressed confusion over the dispatch. George asked Jon to follow them and inform when done for direct messaging to resolve the issue further.

<END SUMMARY>"
Travel and Location,"<BEGIN CONVERSATION>
Hamish: Hello, can you help? DL 121 from LGA diverted to JFK. No update from staff. Late for meetings. Can you give us an update please? Nothing? Solid support guys...
Agent: Hello, Hamish! I am sorry about the diversion due to maintenance. Please accept my apology for any inconvenience that this has caused.
Hamish: Your staff at the gate can't board us because the seat map won't match. Surely this has happened before? Get it together. And a stock apology doesn't cut it. We want a full refund. Have missed two meetings. You boarded us on a plane with a known issue. Who do I speak to about the refund? I guess you only reply to the easy questions and pat yourself on the back? Still stranded at JFK without answers. 4:20 delay now.
Agent: I can offer you a refund on the flight. Shall I cancel your reservation and process a refund for both passengers?
Hamish: Are you joking? We're waiting to board for the second time, we do not want to cancel, we want a refund.
Agent: We cannot offer a refund on a flight that you will fly. As a gesture of apology, I can offer both passengers a $100 voucher. It is good one year from date of issue and is nontransferable.
Hamish: Amazing business you have here. You manage to not deliver the product we paid for, but still charge for it. Vouchers won't be necessary. I won't be flying with you again.
Agent: ...for any inconveniences and delays that this has caused. The offer will remain open to you. This will be noted in your ticket numbers. Safety is Delta top priority, once again I apologize...
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer service complaint about flight diversion and delay
Setting: Generic
Elements:
	1. Generic:
		1.credentials.userid:
        	Hamish's user ID by which agent identifies the passenger

	2. Finances:
		1.payment_information:
        	Demand for a refund for the flight ticket
        	Agent offering $100 voucher per passenger

<END METADATA>","<BEGIN SUMMARY>

Hamish expressed frustration over the diversion of his flight from an original destination to another airport, causing missed meetings and extended delays. He demanded a full refund due to the inconvenience and communication issues, but the agent clarified that a refund couldn't be offered for a flight set to still be taken. Instead, the agent offered a $100 voucher for both passengers as an apology, which Hamish rejected, indicating he would not fly with the airline again.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Hamish expressed frustration over the diversion of his flight from an original destination to another airport, causing missed meetings and extended delays. He demanded a full refund due to the inconvenience and communication issues, but the agent clarified that a refund couldn't be offered for a flight set to still be taken. Instead, the agent offered a $100 voucher for both passengers as an apology, which Hamish rejected, indicating he would not fly with the airline again.

<END SUMMARY>"
Social Media,"<BEGIN CONVERSATION>
Customer: Hi, I have had a problem with FIFA points and I was told by a friend to contact you.
Agent: Here to help! Please provide us with more details of this issue in order to assist you better.
Customer: I bought FIFA points and never got them. I have pictures that have more information about my purchase if needed.
Agent: Sorry to hear that. Restore Licenses to refresh your privileges and try again: https://t.co/WATnmgS37Z
Customer: Thank you.
Agent: Anytime!
Customer: It didn't work 😞
Agent: If your game is a physical copy, make sure it's from the same region as your PSN account.
Customer: How do I know that?
Agent: That will depend on where you bought it.
Customer: It is Asian and so is my account. (My account is Omani and Oman is in Asia).
Agent: Please follow us via Twitter and let us know so we can send you a DM with further instructions. Thanks!
Customer: I followed you 🙂
Agent: We have sent you a Direct Message via Twitter with further instructions.
<END CONVERSATION>","<BEGIN METADATA>

Context: Customer service interaction regarding FIFA points issue
Setting: Generic
Elements:
    1. Generic:
        1. generic.high.authorization.credentials.UserID:
            - Mention of ""PSN account"" (implies user account on PlayStation Network)
        2. generic.medium.demographics.nationality:
            - Customer's account is Omani
        3. generic.medium.username_social_handle:
            - Request for customer to follow on Twitter (implies Twitter username or handle)
            
    2. Social Media:
        1. social_media.high.private_chats:
            - Direct Message (DM) via Twitter with further instructions

<END METADATA>","<BEGIN SUMMARY>

A customer reached out regarding an issue with not receiving purchased FIFA points. The agent suggested restoring licenses, which didn't resolve the issue. They verified that the game and the account region matched. The conversation moved to Twitter for further assistance.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

A customer reached out regarding an issue with not receiving purchased FIFA points. The agent suggested restoring licenses, which didn't resolve the issue. They verified that the game and the account region matched. The conversation moved to Twitter for further assistance.

<END SUMMARY>"
Social Media,"<BEGIN CONVERSATION>
Anna: Also, how do I import my iTunes smart playlist songs to Spotify?
Spotify Support: Hey there! You can try following the steps at https://t.co/jnWe28bxRW. Let us know how it goes. On the other hand, we're afraid that local files will not appear under Your Library (Songs, Artists, Albums).
Anna: Please do. I've worked the past 10 years on creating those playlists in iTunes, and the whole purpose of migrating to Spotify is that it's social. So now I don't have any benefits of being a Spotify subscriber... Is there really no workaround for this? I wouldn't mind putting some time into making this work, but Spotify just has so little use for me if this can't be done...
Spotify Support: We're afraid this isn't possible, but we can see how that'd be handy. Your feedback has been noted. Don't worry, once you've imported your iTunes tracks, you can easily move them to playlists by following the steps at https://t.co/a38Mc2DlCx /WP
Anna: I think I'm missing the point. That article doesn't say anything about iTunes or how to move songs added through iTunes to playlists :-(
Spotify Support: Sorry about the confusion. The steps you're looking for are on the first link we provided. Just head here: https://t.co/leBtTrQniD.
Anna: Yes, I already did that before I asked my initial question (about importing smart playlists).
Spotify Support: We understand where you're coming from. Currently, it won't be possible to do this. Rest assured, we'll let our devs know this is something you'd like to see /DV
Anna: Okay, thanks. How do I cancel my subscription? Is this possible each month, or is it per year?
Spotify Support: No problem. Canceling the subscription can be done anytime. Can you also let us know your account's username or email address? We'll see what we can suggest /DN
<END CONVERSATION>","<BEGIN METADATA>

Context: Support conversation about Spotify features and subscription management
Setting: Generic
Elements:
  1. Generic:
    1. generic.high.authorization.credentials.username:
      - Spotify Support asking Anna for her account's username
    2. generic.high.authorization.credentials.password:
      - Spotify Support may use email for account access
    3. generic.medium.username_social_handle:
      - Anna's username requested for account handling
  
<END METADATA>","<BEGIN SUMMARY>

Anna is seeking assistance from Spotify Support to transfer her iTunes smart playlists, which she's curated over 10 years, to Spotify. Spotify Support informs her that importing iTunes playlists, especially smart playlists, isn't possible and offers a link for general song import which doesn't fulfill her needs. Frustrated, Anna decides to cancel her subscription and queries about the process. Spotify Support then requests her username or email address to assist further with her account details.

<END SUMMARY>","<BEGIN VIOLATIONS>
None.
<END VIOLATIONS>","<BEGIN LABEL>
GOOD
<END LABEL>","<BEGIN SUMMARY>

Anna is seeking assistance from Spotify Support to transfer her iTunes smart playlists, which she's curated over 10 years, to Spotify. Spotify Support informs her that importing iTunes playlists, especially smart playlists, isn't possible and offers a link for general song import which doesn't fulfill her needs. Frustrated, Anna decides to cancel her subscription and queries about the process. Spotify Support then requests her username or email address to assist further with her account details.

<END SUMMARY>"
